Number of ramps,mse,nlpd,Ramp chosen,Iteration
0,,,56,0.0
1,,,82,0.0
2,,,17,0.0
3,,,30,0.0
4,,,64,0.0
6,0.08475388865335597,-3.1116517438848277,62,1.0
7,0.0404397319558904,-4.217950048397353,42,2.0
8,0.02765750797552451,-4.722087168181138,69,3.0
9,0.02125149366858001,-2.1335263955765913,18,4.0
10,0.060639039490860074,-3.774061570813134,9,5.0
11,0.05945065731929768,-3.882494141445503,33,6.0
12,0.056822060891630596,-3.966488921242785,60,7.0
13,0.02813843485260698,-3.5549059455695096,24,8.0
14,0.028850655891959714,-3.7826487993402815,51,9.0
15,0.02527796837744546,-4.754554789848264,71,10.0
16,0.022025088184842223,-5.210122167921326,7,11.0
17,0.02514336599176218,-5.233035004481432,5,12.0
18,0.02254925276123997,-4.93155062681655,38,13.0
19,0.019821977555566053,-4.410642789060892,29,14.0
20,0.018127207350467495,-1.3595178744511092,14,15.0
21,0.01933655425281159,-2.021448588473297,47,16.0
22,0.012859570517033101,-3.0218184491214006,0,17.0
23,0.011599269005711729,-4.616365918574568,58,18.0
24,0.011770227623334129,-4.586544229688232,65,19.0
25,0.011007181451061755,-5.042888925321645,49,20.0
26,0.011972047416809992,-0.10774942446416953,16,21.0
27,0.006559517450514249,-3.237068657154181,40,22.0
28,0.00946079330869227,-6.499396452138597,31,23.0
29,0.009033856886003035,-6.4415324593364485,53,24.0
30,0.009535969240480625,-6.262708339887998,2,25.0
31,0.00868482120004547,-6.031441801758526,44,26.0
32,0.009270997554723966,-6.431184079967804,11,27.0
33,0.006732792036539607,-6.089798838626368,35,28.0
34,0.0068333165349128405,-6.014326121493068,26,29.0
35,0.005946433144526682,-6.431852310680187,75,30.0
36,0.005698944416746324,-7.283766085197971,77,31.0
37,0.004854061591392862,-6.755162148033234,63,32.0
38,0.005398942363238467,-6.699299981341824,67,33.0
39,0.004660866765866406,-5.9523405864929915,73,34.0
40,0.004462739760689153,-5.831268608384905,55,35.0
41,0.004231433078662897,-6.091691327593213,74,36.0
42,0.003588811245077257,-6.273422904549475,28,37.0
43,0.003629792404510095,-6.368461585172876,46,38.0
44,0.0033922893889846554,-6.144363950767653,13,39.0
45,0.003424257366914366,-3.700070714293244,4,40.0
46,0.0043388343138738026,-6.8902137615523005,37,41.0
47,0.0036529187752242626,-4.909046742888291,21,42.0
48,0.003297275117153526,-4.1887725159480365,81,43.0
49,0.003374671526357594,-4.784615158938478,86,44.0
50,0.0033238507360848313,-4.211289419966552,83,45.0
51,0.004127879903027923,-7.5675005093506265,85,46.0
52,0.003528043001319527,-4.674399305997922,79,47.0
53,0.003164347733148551,-4.74263101179687,84,48.0
54,0.002903822736908061,-7.596246837988314,80,49.0
55,0.0032789023753315542,-7.728440830209026,70,50.0
56,0.0025093046749281745,-5.183495124839719,12,51.0
57,0.003960803773037705,-8.325462638322053,22,52.0
58,0.0018650040761400964,-5.543503278049089,15,53.0
59,0.005515333303167615,-8.35635981717387,72,54.0
60,0.0026606232447191373,-8.36895875322105,10,55.0
61,0.003049528539211803,-8.471591348505017,43,56.0
62,0.0031429819766446427,-8.093532150995634,19,57.0
63,0.0037973174466148112,-8.794946962889917,6,58.0
64,0.002756090859960626,-8.790117740800081,61,59.0
65,0.004366110900016662,-8.642929712318246,1,60.0
66,0.00493391538646669,-8.90411791213037,66,61.0
67,0.004287931749783437,-9.16529175421822,68,62.0
68,0.003760947772047555,-8.92495228401844,48,63.0
69,0.0036430028899182244,-8.984146554545815,45,64.0
70,0.003472877494900096,-9.492913505262607,25,65.0
71,0.005988348924391444,-8.81067034674533,20,66.0
72,0.006324159171954388,-8.892590922350074,27,67.0
73,0.0036741831012628064,-9.55320096692875,76,68.0
74,0.002996029644796976,-9.59825085944301,78,69.0
75,0.005628113745896737,-9.193094095393116,3,70.0
76,0.005909985600058442,-9.356686505343049,57,71.0
77,0.0057099520040467255,-9.347136392548116,52,72.0
78,0.00483167053669631,-9.131555114181163,39,73.0
79,0.006482876576662946,-9.163268086681255,34,74.0
80,0.006629157042233088,-9.213885970445851,54,75.0
81,0.00680052807874473,-9.245688439251982,36,76.0
82,0.006612639044848684,-9.374444869067053,50,77.0
83,0.006033451652235108,-9.49015227423336,23,78.0
84,0.005421359271371096,-9.656613587320964,32,79.0
85,0.0035835584626294306,-9.892770911326028,8,80.0
86,0.0021151847357998074,-9.996491627691494,59,81.0
87,0.001055982856767571,-10.092425667044449,41,82.0
